AIDS Report Number,Local Event Date,Event City,Event State,Event Airport,Event Type,Aircraft Damage,Flight Phase,Aircraft Make,Aircraft Model,Aircraft Series,Operator,Primary Flight Type,Flight Conduct Code,Flight Plan Filed Code,Aircraft Registration Nbr,Total Fatalities,Total Injuries,Aircraft Engine Make,Aircraft Engine Model,Engine Group Code,Nbr of Engines,PIC Certificate Type,PIC Flight Time Total Hrs,PIC Flight Time Total Make-Model, , 
19881104060609I,4-Nov-88,KESSEL,WV,,INCIDENT,,NORMAL CRUISE,BOEING,727,231,TRANS WORLD AIRLINES,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,64339,0,0,,,,3,AIRLINE TRANSPORT,,,200,200
19881105063609I,5-Nov-88,JOHNSTON ISLAND,HI,,INCIDENT,,FINAL APPROACH,BOEING,727,24C,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,2475,0,0,,,,3,AIRLINE TRANSPORT,,,,
19881106071319I,6-Nov-88,HOUSTON,TX,WILLIAM P HOBBY,INCIDENT,,INITIAL APPROACH-INSTRUMENT FLIGHT RULES,BOEING,727,251,PAN AMERICAN WORLD AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,386PA,0,0,PWA,JT8*,JT8,3,AIRLINE TRANSPORT,17585,,,
19881107058589I,7-Nov-88,COVINGTON,OH,CINCINNATI/NORTHERN KENTUCKY INTL,INCIDENT,MINOR,UNKNOWN,BOEING,737,222,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,9030U,0,0,PWA,JT8D7B,JT8,2,AIRLINE TRANSPORT,,,,
19881108057959I,8-Nov-88,ANCHORAGE,AK,TED STEVENS ANCHORAGE INTL,INCIDENT,,FINAL APPROACH,BOEING,737,2X6C,MARKAIR INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,672MA,0,0,,,,2,AIRLINE TRANSPORT,10000,3800,225,225
19881109061179I,9-Nov-88,SAN FRANCISCO,CA,SAN FRANCISCO INTL,INCIDENT,MINOR,TAKEOFF GROUND ROLL,BOEING,747,251F,NORTHWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,618US,0,0,,,,4,AIRLINE TRANSPORT,,,,
19881110050479I,10-Nov-88,BURBANK,CA,BOB HOPE,INCIDENT,MINOR,ROLL-OUT (FIXED WING),BOEING,B17,G,,OTHER,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,9323Z,0,0,,,,4,AIRLINE TRANSPORT,28500,425,55,15
19881110061529I,10-Nov-88,EUGENE,OR,MAHLON SWEET FIELD,INCIDENT,,FCD/PREC LDG FROM CRUISE,BOEING,737,293,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,461GB,0,0,,,,2,AIRLINE TRANSPORT,,,,
19881113063009I,13-Nov-88,BALTIMORE,MD,BALTIMORE/WASHINGTON INTL THURGOOD MARSHAL,INCIDENT,MINOR,FORCED/PRECAUTIONARY LANDING,BOEING,727,200,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,703AA,0,0,,,,3,AIRLINE TRANSPORT,,,,
19881113067679I,13-Nov-88,BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,MINOR,TAKEOFF GROUND ROLL,BOEING,727,227,THE PAN AM SHUTTLE INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,555PE,0,0,,,,3,AIRLINE TRANSPORT,,,,
19881115062609I,15-Nov-88,PORTLAND,OR,PORTLAND INTL,INCIDENT,MINOR,TO INITIAL CLIMB (1ST POWER REDUCTION),BOEING,757,24APF,UNITED PARCEL SERVICE CO,ALL CARGO CARRIERS,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,401UP,0,0,PWA,PW2040,2037,2,AIRLINE TRANSPORT,,,,
19881118068399I,18-Nov-88,DETROIT,MI,DETROIT METROPOLITAN WAYNE COUNTY,INCIDENT,,NORMAL CRUISE,BOEING,727,227,PIEDMONT AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,722AA,0,0,,,,3,AIRLINE TRANSPORT,,,,
19881119066779I,19-Nov-88,COVINGTON,OH,CINCINNATI/NORTHERN KENTUCKY INTL,INCIDENT,,CLIMB,BOEING,767,232,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,109DL,0,1,,,,2,AIRLINE TRANSPORT,,,,
19881120063339I,20-Nov-88,LAS VEGAS,NV,MC CARRAN INTL,INCIDENT,,FCD/PREC LDG FROM CRUISE,BOEING,737,301,US AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,592US,0,0,,,,2,AIRLINE TRANSPORT,,,,
19881121066799I,21-Nov-88,BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,,DESCENT,BOEING,757,251,NORTHWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,502US,0,0,PWA,PW2037,2037,2,AIRLINE TRANSPORT,,,,
19881123063639I,23-Nov-88,SEATTLE,WA,SEATTLE-TACOMA INTL,INCIDENT,MINOR,OTHER GROUND OPERATIONS,BOEING,737,247,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,NONE,4501W,0,0,,,,2,,,,,
19881124067629I,24-Nov-88,BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",BOEING,767,332,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,119DL,0,0,,,,2,AIRLINE TRANSPORT,17500,250,250,250
19881125063329I,25-Nov-88,BUFFALO,NY,BUFFALO NIAGARA INTL,INCIDENT,,FCD/PREC LDG FROM CRUISE,BOEING,737,130,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,416PE,0,0,,,,2,AIRLINE TRANSPORT,14000,2500,105,105
19881126067229I,26-Nov-88,MEMPHIS,TN,MEMPHIS INTL,INCIDENT,,FCD/PREC LDG FROM CRUISE,BOEING,767,332,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,124DE,0,0,,,,2,AIRLINE TRANSPORT,,,,
19881127067259I,27-Nov-88,EDWARDS,CA,EDWARDS AFB,INCIDENT,,FCD/PREC LDG FROM CRUISE,BOEING,737,247,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,377DL,0,0,,,,2,AIRLINE TRANSPORT,11000,750,185,185
19881128063369I,28-Nov-88,BUFFALO,NY,BUFFALO NIAGARA INTL,INCIDENT,,FCD/PREC LDG FROM CRUISE,BOEING,767,323,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,353AA,0,0,,,,2,AIRLINE TRANSPORT,,,,
19881128068769I,28-Nov-88,PORTLAND,ME,PORTLAND INTL JETPORT,INCIDENT,,ROLL-OUT (FIXED WING),BOEING,737,130,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,413PE,0,0,PWA,JT8D7,JT8,2,AIRLINE TRANSPORT,8000,524,193,193
19881130065879I,30-Nov-88,FORT WAYNE,IN,FORT WAYNE INTL,INCIDENT,,"GROUND TAXI, OTHER AIRPLANE",BOEING,707,338C,SOUTHERN AIR TRANSPORT INC,ALL CARGO CARRIERS,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,861BX,0,0,,,,4,AIRLINE TRANSPORT,,,,
19881204070559I,4-Dec-88,SALT LAKE CITY,UT,SALT LAKE CITY INTL,INCIDENT,,FINAL APPROACH- INSTRUMENT FLIGHT RULES,BOEING,757,232,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,607DL,0,0,,,,2,AIRLINE TRANSPORT,,,,
19881207066319I,7-Dec-88,SAINT LOUIS,MO,LAMBERT-ST LOUIS INTL,INCIDENT,,FORCED/PRECAUTIONARY LANDING,BOEING,737,3H4,SOUTHWEST AIRLINES CO,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,320SW,0,0,,,,2,AIRLINE TRANSPORT,,,,
19881208064309I,8-Dec-88,FAIRBANKS,AK,FAIRBANKS INTL,INCIDENT,,FORCED/PRECAUTIONARY LANDING,BOEING,727,290,ALASKA AIRLINES INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,291AS,0,0,,,,3,AIRLINE TRANSPORT,,,,
19881208068249I,8-Dec-88,LOS ANGELES,CA,LOS ANGELES INTL,INCIDENT,,DESCENT,BOEING,727,100,ALASKA AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,323AS,0,0,,,,3,AIRLINE TRANSPORT,,,,
19881209067859I,9-Dec-88,FORT LAUDERDALE,FL,FORT LAUDERDALE/HOLLYWOOD INTL,INCIDENT,,FORCED/PRECAUTIONARY LANDING,BOEING,727,232,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,514PE,0,0,,,,3,AIRLINE TRANSPORT,9800,3000,103,103
19881209069329I,9-Dec-88,ROCHESTER,NY,GREATER ROCHESTER INTL,INCIDENT,,NORMAL CRUISE,BOEING,707,321C,SOUTHERN AIR TRANSPORT INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,863BX,0,0,PWA,JT3D3B,JT3D,4,AIRLINE TRANSPORT,,,,
19881211065659I,11-Dec-88,SAN ANTONIO,TX,SAN ANTONIO INTL,INCIDENT,,NORMAL CRUISE,BOEING,727,UNDESIGNATED SERIES,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,NR750,0,0,PWA,JT8D15,JT8,3,AIRLINE TRANSPORT,,,,
19881215070469I,15-Dec-88,COVINGTON,OH,CINCINNATI/NORTHERN KENTUCKY INTL,INCIDENT,,FCD/PREC LDG FROM CRUISE,BOEING,737,232,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,328DL,0,0,PWA,JT8*,JT8,2,AIRLINE TRANSPORT,2490,426,26,26
19881216067729I,16-Dec-88,ONTARIO,CA,ONTARIO INTL,INCIDENT,,TO ABORTED (FIXED WING),BOEING,737,2A1,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,974UA,0,0,,,,2,AIRLINE TRANSPORT,17000,60,86,60
19881217066179I,17-Dec-88,KANSAS CITY,MO,KANSAS CITY INTL,INCIDENT,MINOR,CLIMB,BOEING,747,136,TRANS WORLD AIRLINES,SCHEDULED AIR CARRIER,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,17125,0,0,PWA,JT9*,JT9,4,AIRLINE TRANSPORT,,,,
19881217070899I,17-Dec-88,HONOLULU,HI,HONOLULU INTL,INCIDENT,,DESCENT,BOEING,747,151,NORTHWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,607US,0,0,PWA,JT9*,JT9,4,AIRLINE TRANSPORT,,,,
19881219055189I,19-Dec-88,DAYTON,OH,JAMES M COX DAYTON INTL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BOEING,737,301,PIEDMONT AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,583US,0,0,,,,2,AIRLINE TRANSPORT,17639,6269,135,135
19881219065849I,19-Dec-88,KANSAS CITY,MO,KANSAS CITY INTL,INCIDENT,,FORCED/PRECAUTIONARY LANDING,BOEING,727,227,BRANIFF INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,464BN,0,0,,,,3,AIRLINE TRANSPORT,,,,
19881221065739I,21-Dec-88,NARITA,,,INCIDENT,,NORMAL CRUISE,BOEING,747,122,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,4720U,0,0,,,,4,AIRLINE TRANSPORT,,,,
19881221065819I,21-Dec-88,DETROIT,MI,DETROIT METROPOLITAN WAYNE COUNTY,INCIDENT,,FORCED/PRECAUTIONARY LANDING,BOEING,737,2H4,SOUTHWEST AIRLINES CO,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,20SW,0,0,,,,2,AIRLINE TRANSPORT,,,,
19881221068139I,21-Dec-88,SAINT LOUIS,MO,LAMBERT-ST LOUIS INTL,INCIDENT,,FORCED/PRECAUTIONARY LANDING,BOEING,727,231,TRANS WORLD AIRLINES,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,54342,0,0,,,,3,AIRLINE TRANSPORT,,,,
19881221068429I,21-Dec-88,GREENSBORO,NC,PIEDMONT TRIAD INTL,INCIDENT,MINOR,OTHER GROUND OPERATIONS,BOEING,727,UNDESIGNATED SERIES,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,887AA,0,0,,,,3,AIRLINE TRANSPORT,,2166,147,147
19881223056109I,23-Dec-88,HONOLULU,HI,HONOLULU INTL,INCIDENT,,NORMAL CRUISE,BOEING,747,SP21,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,146UA,0,2,,,,4,AIRLINE TRANSPORT,,,,
19881226056139I,26-Dec-88,CHARLESTON,WV,YEAGER,INCIDENT,MINOR,FCD/PREC LDG FROM CRUISE,BOEING,727,25,EASTERN AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,8148N,0,2,,,,3,AIRLINE TRANSPORT,11817,5438,83,83
19881227068759I,27-Dec-88,HONOLULU,HI,HONOLULU INTL,INCIDENT,,FCD/PREC LDG FROM CRUISE,BOEING,747,151,NORTHWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,608US,0,0,PWA,JT9D7A,JT9,4,AIRLINE TRANSPORT,11198,6452,169,169
19881227069669I,27-Dec-88,WEST PALM BEACH,FL,PALM BEACH INTL,INCIDENT,,FINAL APPROACH- INSTRUMENT FLIGHT RULES,BOEING,727,232,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,521DA,0,0,PWA,JT8D15A,JT8,3,AIRLINE TRANSPORT,,,,
19881228066849I,28-Dec-88,SYRACUSE,NY,SYRACUSE HANCOCK INTL,INCIDENT,,DESCENT,BOEING,737,322,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,306UA,0,0,,,,2,AIRLINE TRANSPORT,5000,275,110,110
19881229068229I,29-Dec-88,CHICAGO,IL,CHICAGO O'HARE INTL,INCIDENT,,NORMAL CRUISE,BOEING,767,223,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,316AA,0,0,,,,2,AIRLINE TRANSPORT,,,,
19881229069269I,29-Dec-88,NASHVILLE,TN,NASHVILLE INTL,INCIDENT,,OTHER GROUND OPERATIONS,BOEING,727,UNDESIGNATED SERIES,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,NR758,0,0,,,,3,AIRLINE TRANSPORT,,953,,150
19881229070369I,29-Dec-88,NASHVILLE,TN,NASHVILLE INTL,INCIDENT,,"GROUND TAXI, OTHER AIRPLANE",BOEING,727,222,AMERICAN AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,727AA,0,0,,,,3,AIRLINE TRANSPORT,,953,,150
19881231065249I,31-Dec-88,HUNTINGTON,WV,TRI-STATE/MILTON J. FERGUSON FIELD,INCIDENT,MINOR,TO ABORTED (FIXED WING),BOEING,737,201,PIEDMONT AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,265AU,0,0,PWA,JT8D15,JT8,2,AIRLINE TRANSPORT,,,,
19881231068409I,31-Dec-88,AGANA,GU,,INCIDENT,,FCD/PREC LDG FROM CRUISE,BOEING,727,224,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,66732,0,0,PWA,JT8D9,JT8,3,AIRLINE TRANSPORT,,,,
19890101005879I,1-Jan-89,NEWARK,NJ,NEWARK LIBERTY INTL,INCIDENT,,NORMAL CRUISE,BOEING,727,200,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,583PE,0,0,,,,3,AIRLINE TRANSPORT,,,,
19890104008369I,4-Jan-89,NEWARK,NJ,NEWARK LIBERTY INTL,INCIDENT,,FORCED/PRECAUTIONARY LANDING,BOEING,727,232,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,517PE,0,0,,,,3,AIRLINE TRANSPORT,,,,
19890106006999I,6-Jan-89,LOS ANGELES,CA,,INCIDENT,,NORMAL CRUISE,BOEING,737,300,US AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,393US,0,0,CFMINT,CFM563B2,CFM56,2,,,,,
19890107005379I,7-Jan-89,CLEVELAND,OH,CLEVELAND-HOPKINS INTL,INCIDENT,,FCD/PREC LDG FROM CRUISE,BOEING,727,22,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7027U,0,0,,,,3,AIRLINE TRANSPORT,,,,
19890107006409I,7-Jan-89,HONOLULU,HI,HONOLULU INTL,INCIDENT,,TO ABORTED (FIXED WING),BOEING,747,238B,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,610PE,0,0,PWA,JT9D7F,JT9,4,AIRLINE TRANSPORT,,610,160,40
19890109003502I,9-Jan-89,ANCHORAGE,AK,TED STEVENS ANCHORAGE INTL,INCIDENT,MINOR,OTHER GROUND OPERATIONS,BOEING,727,200,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7298U,0,0,,,,3,AIRLINE TRANSPORT,,,,
19890109005609I,9-Jan-89,ROCHESTER,NY,GREATER ROCHESTER INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",BOEING,727,25C,FEDERAL EXPRESS CORP,ALL CARGO CARRIERS,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,119FE,0,0,,,,3,AIRLINE TRANSPORT,,,,
19890109009039I,9-Jan-89,AGANA,GU,GUAM INTL,INCIDENT,,CLIMB,BOEING,727,224,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,69739,0,0,PWA,JT8D7A,JT8,3,AIRLINE TRANSPORT,,,,
19890109009549I,9-Jan-89,BOSTON,MA,GENERAL EDWARD LAWRENCE LOGAN INTL,INCIDENT,,FORCED/PRECAUTIONARY LANDING,BOEING,727,251,PIEDMONT AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,261US,0,0,PWA,JT8*,JT8,3,AIRLINE TRANSPORT,,,,
19890110006229I,10-Jan-89,SAINT LOUIS,MO,LAMBERT-ST LOUIS INTL,INCIDENT,,FINAL APPROACH,BOEING,727,31,TRANS WORLD AIRLINES,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,856TW,0,0,,,,3,AIRLINE TRANSPORT,,,,
19890110006629I,10-Jan-89,CHICAGO,IL,CHICAGO O'HARE INTL,INCIDENT,,FORCED/PRECAUTIONARY LANDING,BOEING,727,22,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7068U,0,0,,,,3,AIRLINE TRANSPORT,,,,
19890110007309I,10-Jan-89,LINCOLN,NE,LINCOLN,INCIDENT,,DESCENT,BOEING,727,100,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7011U,0,0,PWA,JT8D7B,JT8,3,AIRLINE TRANSPORT,15000,3600,175,175
19890110007519I,10-Jan-89,BALTIMORE,MD,BALTIMORE/WASHINGTON INTL THURGOOD MARSHAL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",BOEING,747,273C,EVERGREEN INTERNATIONAL AIRLINES INC,ALL CARGO CARRIERS,AIR CARRIER/COMMERCIAL,,471EV,0,0,,,,4,AIRLINE TRANSPORT,13000,1500,150,150
19890110008739I,10-Jan-89,WEST PALM BEACH,FL,PALM BEACH INTL,INCIDENT,,OTHER GROUND OPERATIONS,BOEING,737,301,PIEDMONT AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,NONE,339US,0,0,,,,2,AIRLINE TRANSPORT,,,,
19890111007579I,11-Jan-89,MEMPHIS,TN,MEMPHIS INTL,INCIDENT,,TO INITIAL CLIMB (1ST POWER REDUCTION),BOEING,727,2M7,NORTHWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,742RW,0,0,PWA,JT8*,JT8,3,AIRLINE TRANSPORT,,,,
19890112006129I,12-Jan-89,MEMPHIS,TN,MEMPHIS INTL,INCIDENT,,TO INITIAL CLIMB (1ST POWER REDUCTION),BOEING,727,200,FEDERAL EXPRESS CORP,ALL CARGO CARRIERS,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,222FE,0,0,PWA,JT8D15,JT8,3,AIRLINE TRANSPORT,,,,
19890112007069I,12-Jan-89,BUFFALO,NY,BUFFALO NIAGARA INTL,INCIDENT,MINOR,CLIMB,BOEING,737,201,PIEDMONT AIRLINES INC,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,247US,0,0,PWA,JT8*,JT8,2,AIRLINE TRANSPORT,16104,1600,240,240
19890112015789I,12-Jan-89,HONOLULU,HI,HONOLULU INTL,INCIDENT,,"GROUND TAXI, OTHER AIRPLANE",BOEING,747,122,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,4728U,0,0,,,,4,AIRLINE TRANSPORT,,,,
19890114006679I,14-Jan-89,HONOLULU,HI,HONOLULU INTL,INCIDENT,MINOR,TAKEOFF GROUND ROLL,BOEING,747,122,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,4735U,0,0,PWA,JT9D3A,JT9,4,AIRLINE TRANSPORT,,,,
19890114012519I,14-Jan-89,JOHNSTON ISLAND,HI,,INCIDENT,,FINAL APPROACH- INSTRUMENT FLIGHT RULES,BOEING,727,224,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,66731,0,0,,,,3,AIRLINE TRANSPORT,,,,
19890116007779I,16-Jan-89,DES MOINES,IA,DES MOINES INTL,INCIDENT,MINOR,NORMAL CRUISE,BOEING,737,3T0,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,14307,0,0,PWA,JT8*,JT8,2,AIRLINE TRANSPORT,26000,2800,260,260
19890117009949I,17-Jan-89,WEST PALM BEACH,FL,PALM BEACH INTL,INCIDENT,,"GROUND TAXI, OTHER AIRPLANE",BOEING,727,225,EASTERN AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,8852E,0,0,PWA,JT8*,JT8,3,AIRLINE TRANSPORT,,,,
19890118007249I,18-Jan-89,WASHINGTON,DC,RONALD REAGAN WASHINGTON NATIONAL,INCIDENT,,FCD/PREC LDG FROM CRUISE,BOEING,737,2B7,US AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,285AU,0,0,PWA,JT8*,JT8,2,AIRLINE TRANSPORT,18000,2300,150,150
19890119006059I,19-Jan-89,ATLANTA,GA,HARTSFIELD - JACKSON ATLANTA INTL,INCIDENT,MINOR,NORMAL CRUISE,BOEING,757,225,EASTERN AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,509EA,0,0,,,,2,AIRLINE TRANSPORT,,,,
19890120006119I,20-Jan-89,MEMPHIS,TN,MEMPHIS INTL,INCIDENT,,CLIMB,BOEING,737,200,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,308DL,0,0,,,,2,AIRLINE TRANSPORT,,,,
19890122007009I,22-Jan-89,DALLAS-FORT WORTH,TX,DALLAS/FORT WORTH INTL,INCIDENT,,FCD/PREC LDG FROM CRUISE,BOEING,737,247,BRANIFF INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,4512W,0,0,PWA,JT8D9,JT8,2,AIRLINE TRANSPORT,,,,
19890122010139I,22-Jan-89,SALT LAKE CITY,UT,SALT LAKE CITY INTL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BOEING,707,323B,PORTS OF CALL AIR,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,712PC,0,0,,,,4,AIRLINE TRANSPORT,17000,3020,98,98
