"AIDS Report Number","Local Event Date","Event City","Event State","Event Airport","Event Type","Aircraft Damage","Flight Phase","Aircraft Make","Aircraft Model","Aircraft Series","Operator","Primary Flight Type","Flight Conduct Code","Flight Plan Filed Code","Aircraft Registration Nbr","Total Fatalities","Total Injuries","Aircraft Engine Make","Aircraft Engine Model","Engine Group Code","Nbr of Engines","PIC Certificate Type","PIC Flight Time Total Hrs","PIC Flight Time Total Make-Model"," "," "
"19990727032319I","27-JUL-99","CHICAGO","IL","CHICAGO O'HARE INTL","INCIDENT","","NORMAL CRUISE","AIRBUS","A319","131","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","802UA","0","0","IAE","V2522A5","V2522","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","4291","3645","183",""
"19990802024949I","02-AUG-99","OMAHA","NE","EPPLEY AIRFIELD","INCIDENT","","NORMAL CRUISE","AIRBUS","A320","232","AMERICA WEST AIRLINES","SUPPLEMENTAL OR COMMERCIAL OPERATOR","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","640AW","0","0","","","","2","","","","",""
"20000430016579I","30-APR-00","LIBERAL","KS","LIBERAL MID-AMERICA RGNL","INCIDENT","","NORMAL CRUISE","AIRBUS","A320","231","AMERICA WEST AIRLINES","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","631AW","0","5","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","","800","140",""
"20000509022739I","09-MAY-00","SANTA ANA","CA","JOHN WAYNE AIRPORT-ORANGE COUNTY","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","AIRBUS","A320","232","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","423UA","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","7052","1515","240",""
"20000519033069I","19-MAY-00","BALTIMORE","MD","BALTIMORE/WASHINGTON INTL THURGOOD MARSHAL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","AIRBUS","A310","324","","SCHEDULED AIR CARRIER","FOREIGN AIR CARRIER","UNKNOWN","841AB","0","0","","","","2","","","","",""
"20000712036029I","12-JUL-00","OMAHA","NE","EPPLEY AIRFIELD","INCIDENT","","NORMAL CRUISE","AIRBUS","A319","132","AIR ASSOCIATES CHARTER LTD","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","808AW","0","0","","","","2","","","","",""
"20000726035909I","26-JUL-00","KANSAS CITY","MO","KANSAS CITY INTL","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","AIRBUS","A310","203","FEDERAL EXPRESS CORP","ALL CARGO CARRIERS","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","409FE","0","0","","","","2","","","","",""
"20000727027679I","27-JUL-00","INDIANAPOLIS","IN","INDIANAPOLIS INTL","INCIDENT","","NORMAL CRUISE","AIRBUS","A310","203","FEDERAL EXPRESS CORP","ALL CARGO CARRIERS","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","411FE","0","0","","","","2","","","","",""
"20000805029229I","05-AUG-00","CHICAGO","IL","CHICAGO O'HARE INTL","INCIDENT","MINOR","OTHER GROUND OPERATIONS","AIRBUS","A320","211","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","304US","0","0","GE","CFM56*","CFM56","2","","","","",""
"20000914028819I","14-SEP-00","KANSAS CITY","MO","KANSAS CITY INTL","INCIDENT","","NORMAL CRUISE","AIRBUS","A320","231","AIR ASSOCIATES CHARTER LTD","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","646AW","0","0","IAE","V2500A1","V2500","2","","","","",""
"20001011026529I","11-OCT-00","OMAHA","NE","EPPLEY AIRFIELD","INCIDENT","","NORMAL CRUISE","AIRBUS","A320","232","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","418UA","0","0","IAE","V2527A5","V2527","2","","","","",""
"20001213021609I","13-DEC-00","PITTSBURGH","PA","PITTSBURGH INTL","INCIDENT","","NORMAL CRUISE","AIRBUS","A320","232","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","408UA","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","14450","459","182",""
"20001213039359I","13-DEC-00","CHICAGO","IL","CHICAGO O'HARE INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","AIRBUS","A340","313","TURKISH AIRLINES INC","SCHEDULED AIR CARRIER","FOREIGN AIR CARRIER","INSTRUMENT FLIGHT RULES","TCJII","0","0","","","","4","UNKNOWN/FOREIGN","","","",""
"20010211002559I","11-FEB-01","NEW YORK","NY","JOHN F KENNEDY INTL","INCIDENT","","CLIMB","AIRBUS","A320","UNDESIGNATED SERIES","","SCHEDULED AIR CARRIER","FOREIGN AIR CARRIER","INSTRUMENT FLIGHT RULES","6YJMF","0","0","","","","2","","","","",""
"20010221005369I","21-FEB-01","FORT WAYNE","IN","FORT WAYNE INTL","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","AIRBUS","A300","B4 203","","SUPPLEMENTAL OR COMMERCIAL OPERATOR","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","474AS","0","0","","","","2","","","","",""
"20010328005499I","28-MAR-01","LOS ANGELES","CA","LOS ANGELES INTL","INCIDENT","","CLIMB","AIRBUS","A320","232","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","414UA","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","6420","1464","148",""
"20010330009209I","30-MAR-01","TAMPA","FL","TAMPA INTL","INCIDENT","","IDLING ENGINES","AIRBUS","A320","UNDESIGNATED SERIES","AIR CANADA AIRLINES","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","CFFWN","0","0","","","","2","","","","",""
"20010607013729I","07-JUN-01","NEWARK","NJ","NEWARK LIBERTY INTL","INCIDENT","","FINAL APPROACH","AIRBUS","A320","UNDESIGNATED SERIES","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","UNKNOWN","UNKNO","0","4","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","","","",""
"20010608013749I","08-JUN-01","NEWARK","NJ","NEWARK LIBERTY INTL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","AIRBUS","A300","F4 622R","UNITED PARCEL SERVICE CO","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","129UP","0","0","PWA","PW4158","4158","2","","","","",""
"20010711020939I","11-JUL-01","INDIANAPOLIS","IN","INDIANAPOLIS INTL","INCIDENT","","NORMAL CRUISE","AIRBUS","A300","F4 605R","FEDERAL EXPRESS CORP","ALL CARGO CARRIERS","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","656FE","0","0","","","","2","","","","",""
"20010812020079I","12-AUG-01","BANGOR","ME","BANGOR INTL","INCIDENT","","NORMAL CRUISE","AIRBUS","A300","B4 605R","AMERICAN AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","14068","0","0","","","","2","","","","",""
"20010812028419I","12-AUG-01","NEWARK","NJ","NEWARK LIBERTY INTL","INCIDENT","","CLIMB","AIRBUS","A300","B4 605R","AMERICAN AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","7076A","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","17600","1828","",""
"20010820026919I","20-AUG-01","MINNEAPOLIS","MN","MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN","INCIDENT","","LEVEL OFF TOUCHDOWN","AIRBUS","A320","211","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","309US","0","2","","","","2","AIRLINE TRANSPORT","6875","4596","66",""
"20010902024999I","02-SEP-01","CEDAR CITY","UT","CEDAR CITY RGNL","INCIDENT","","NORMAL CRUISE","AIRBUS","A319","131","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","821UA","0","0","","","","2","","","","",""
"20010908025559I","08-SEP-01","KANSAS CITY","MO","KANSAS CITY INTL","INCIDENT","","NORMAL CRUISE","AIRBUS","A321","211","US AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","167US","0","0","GE","CFM56*","CFM56","2","","","","",""
"20011019037219I","19-OCT-01","SAN JUAN","PR","","INCIDENT","","CLIMB","AIRBUS","A300","B4 605R","AMERICAN AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","77080","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","","5074","",""
"20011102030469I","02-NOV-01","MIDLAND","TX","MIDLAND INTL","INCIDENT","","NORMAL CRUISE","AIRBUS","A319","132","AMERICA WEST AIRLINES","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","814AW","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","","","",""
"20011118035939I","18-NOV-01","DETROIT","MI","DETROIT METROPOLITAN WAYNE COUNTY","INCIDENT","MINOR","TAKEOFF GROUND ROLL","AIRBUS","A320","232","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","454UA","0","0","IAE","V2500A1","V2500","2","AIRLINE TRANSPORT","3041","2071","182",""
"20011120032909I","20-NOV-01","KANSAS CITY","MO","KANSAS CITY INTL","INCIDENT","MINOR","CLIMB","AIRBUS","A319","112","US AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","711UW","0","0","","","","2","","","","",""
"20011215036639I","15-DEC-01","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","OTHER GROUND OPERATIONS","AIRBUS","A319","112","US AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","757UW","0","0","","","","2","AIRLINE TRANSPORT","19203","1103","153",""
"20011228033649I","28-DEC-01","PITTSBURGH","PA","PITTSBURGH INTL","INCIDENT","","NORMAL CRUISE","AIRBUS","A310","222","FEDERAL EXPRESS CORP","ALL CARGO CARRIERS","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","448FE","0","0","","","","2","AIRLINE TRANSPORT","","","",""
"20020116008109I","16-JAN-02","CHICAGO","IL","CHICAGO O'HARE INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","AIRBUS","A320","232","UNITED AIR LINES INC","OTHER","AIR CARRIER/COMMERCIAL","","475UA","0","0","","","","2","","","","",""
"20020117000559I","17-JAN-02","NEW YORK","NY","JOHN F KENNEDY INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","AIRBUS","A300","B4 605R","AMERICAN AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","41063","0","0","GE","CF650*","CF6","2","AIRLINE TRANSPORT","","","",""
"20020221002849I","21-FEB-02","NEWARK","NJ","NEWARK LIBERTY INTL","INCIDENT","","DESCENT","AIRBUS","A320","232","JETBLUE AIRWAYS","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","506JB","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","","","",""
"20020323009069I","23-MAR-02","KANSAS CITY","MO","","INCIDENT","MINOR","CLIMB","AIRBUS","A319","132","AIR ASSOCIATES CHARTER LTD","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","832AW","0","0","","","","2","","","","",""
"20020408007379I","08-APR-02","SANTA ANA","CA","JOHN WAYNE AIRPORT-ORANGE COUNTY","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","AIRBUS","A320","232","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","402UA","0","0","","","","2","AIRLINE TRANSPORT","7650","","",""
"20020426019039I","26-APR-02","ROCHESTER","NY","","INCIDENT","","CLIMB","AIRBUS","A310","203","FEDERAL EXPRESS CORP","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","415FE","0","0","","","","2","","","","",""
"20020529011699I","29-MAY-02","CHICAGO","IL","CHICAGO O'HARE INTL","INCIDENT","","CLIMB","AIRBUS","A320","232","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","435UA","0","0","IAE","V2527A5","V2527","2","AIRLINE TRANSPORT","","","",""
"20020611011799I","11-JUN-02","INDIANAPOLIS","IN","","INCIDENT","","NORMAL CRUISE","AIRBUS","A300","F4 605R","FEDERAL EXPRESS CORP","ALL CARGO CARRIERS","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","665FE","0","0","","","","2","","","","",""
"20020708020469I","08-JUL-02","CHICAGO","IL","CHICAGO O'HARE INTL","INCIDENT","","GROUND TAXI, OTHER AIRPLANE","AIRBUS","A310","300","","SCHEDULED AIR CARRIER","FOREIGN AIR CARRIER","INSTRUMENT FLIGHT RULES","JYAGL","0","0","","","","2","UNKNOWN/FOREIGN","","","",""
"20020807019399I","07-AUG-02","SALT LAKE CITY","UT","SALT LAKE CITY INTL","INCIDENT","MINOR","TO INITIAL CLIMB (1ST POWER REDUCTION)","AIRBUS","A300","F4 605R","FEDERAL EXPRESS CORP","ALL CARGO CARRIERS","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","652FE","0","0","","","","2","","","","",""
"20020911024109I","11-SEP-02","FORT SMITH","AR","FORT SMITH RGNL","INCIDENT","","NORMAL CRUISE","AIRBUS","A320","212","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","353NW","0","0","","","","2","","","","",""
"20020913029049I","13-SEP-02","PHILADELPHIA","PA","PHILADELPHIA INTL","INCIDENT","SUBSTANTIAL","TAKEOFF GROUND ROLL","AIRBUS","A321","211","US AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","167US","0","0","","","","2","AIRLINE TRANSPORT","6348","1214","189",""
"20020926026599I","26-SEP-02","BURBANK","CA","BOB HOPE","INCIDENT","","LEVEL OFF TOUCHDOWN","AIRBUS","A310","222","FEDERAL EXPRESS CORP","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","449FE","0","0","PWA","JT9D7R4E1","JT9","2","AIRLINE TRANSPORT","5466","530","70",""
"20021015027889I","15-OCT-02","KANSAS CITY","MO","KANSAS CITY INTL","INCIDENT","","TAKEOFF GROUND ROLL","AIRBUS","A300","F4 605R","FEDERAL EXPRESS CORP","ALL CARGO CARRIERS","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","677FE","0","0","","","","2","","","","",""
"20021101029329I","01-NOV-02","NEW YORK","NY","JOHN F KENNEDY INTL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","AIRBUS","A320","232","JETBLUE AIRWAYS","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","503JB","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","8430","1450","130",""
"20021103032019I","03-NOV-02","","","","INCIDENT","","NORMAL CRUISE","AIRBUS","A340","311","AIR FRANCE","SCHEDULED AIR CARRIER","FOREIGN AIR CARRIER","INSTRUMENT FLIGHT RULES","UNKNO","0","1","","","","4","","","","",""
"20021121035499I","21-NOV-02","CHICAGO","IL","CHICAGO O'HARE INTL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","AIRBUS","A319","131","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","804UA","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","","","",""
"20021122031669I","22-NOV-02","BOISE","ID","BOISE AIR TERMINAL/GOWEN FLD","INCIDENT","SUBSTANTIAL","CLIMB","AIRBUS","A319","114","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","339NB","0","0","GE","CFM56*","CFM56","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","22000","4000","180",""
"20021213037189I","13-DEC-02","PHILADELPHIA","PA","PHILADELPHIA INTL","INCIDENT","SUBSTANTIAL","OTHER GROUND OPERATIONS","AIRBUS","A330","323","US AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","676UW","0","0","","","","2","","","","",""
"20021218034689I","18-DEC-02","KANSAS CITY","MO","KANSAS CITY INTL","INCIDENT","","NORMAL CRUISE","AIRBUS","A320","212","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","338NW","0","0","CFMINT","CFM565A3","CFM56","2","","","","",""
"20030110001139I","10-JAN-03","KANSAS CITY","MO","KANSAS CITY INTL","INCIDENT","","GROUND TAXI, OTHER AIRPLANE","AIRBUS","A319","112","US AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","726US","0","0","","","","2","AIRLINE TRANSPORT","15689","1755","186",""
"20030128007849I","28-JAN-03","ROCHESTER","NY","GREATER ROCHESTER INTL","INCIDENT","","NORMAL CRUISE","AIRBUS","A319","132","AMERICA WEST AIRLINES","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","805AW","0","0","","","","2","","","","",""
"20030202006209I","02-FEB-03","INDIANAPOLIS","IN","INDIANAPOLIS INTL","INCIDENT","","NORMAL CRUISE","AIRBUS","A310","222","FEDERAL EXPRESS CORP","ALL CARGO CARRIERS","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","454FE","0","0","","","","2","","","","",""
"20030219002549I","19-FEB-03","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","AIRBUS","A330","300","","SCHEDULED AIR CARRIER","FOREIGN AIR CARRIER","INSTRUMENT FLIGHT RULES","EIDUB","0","0","","","","2","STUDENT","16069","4836","59",""
"20030316006399I","16-MAR-03","INDIANAPOLIS","IN","INDIANAPOLIS INTL","INCIDENT","","NORMAL CRUISE","AIRBUS","A319","131","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","818UA","0","0","IAE","V2522A5","V2522","2","","","","",""
"20030331004449I","31-MAR-03","GRAND JUNCTION","CO","GRAND JUNCTION REGIONAL","INCIDENT","","NORMAL CRUISE","AIRBUS","A319","111","FRONTIER AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","901FR","0","1","","","","2","","","","",""
"20030410004379I","10-APR-03","OAKLAND","CA","METROPOLITAN OAKLAND INTL","INCIDENT","","CLIMB","AIRBUS","A300","F4 605R","FEDERAL EXPRESS CORP","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","676FE","0","0","GE","CF680","CF6","2","AIRLINE TRANSPORT","1693","","",""
"20030420009679I","20-APR-03","LITTLE ROCK","AR","ADAMS FIELD","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","AIRBUS","A319","114","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","341NB","0","0","","","","2","AIRLINE TRANSPORT","19700","","",""
"20030423009699I","23-APR-03","FARMINGTON","NM","FOUR CORNERS RGNL","INCIDENT","","NORMAL CRUISE","AIRBUS","A320","232","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","463UA","0","0","","","","2","","","","",""
"20030427008819I","27-APR-03","SAINT LOUIS","MO","LAMBERT-ST LOUIS INTL","INCIDENT","","NORMAL CRUISE","AIRBUS","A319","132","AMERICA WEST AIRLINES","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","828AW","0","0","IAE","V2524A5","V2524","2","","","","",""
"20030527011219I","27-MAY-03","PORTLAND","OR","PORTLAND INTL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","AIRBUS","A340","311","DEUTSCHE LUFTHANSA AG","SCHEDULED AIR CARRIER","FOREIGN AIR CARRIER","INSTRUMENT FLIGHT RULES","DAIGK","0","0","","","","4","","","","",""
"20030725022279I","25-JUL-03","BURBANK","CA","BOB HOPE","INCIDENT","","TAKEOFF GROUND ROLL","AIRBUS","A300","F4 605R","FEDERAL EXPRESS CORP","ALL CARGO CARRIERS","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","661FE","0","0","","","","2","AIRLINE TRANSPORT","3263","2524","118",""
"20030820023929I","20-AUG-03","COLUMBUS","OH","RICKENBACKER INTL","INCIDENT","MINOR","NORMAL CRUISE","AIRBUS","A310","222","FEDERAL EXPRESS CORP","ALL CARGO CARRIERS","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","446FE","0","0","","","","2","","","","",""
"20030910024049I","10-SEP-03","INDIANAPOLIS","IN","INDIANAPOLIS INTL","INCIDENT","","FINAL APPROACH","AIRBUS","A300","F4 605R","FEDERAL EXPRESS CORP","ALL CARGO CARRIERS","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","662FE","0","0","","","","2","","","","",""
"20031005027599I","05-OCT-03","MIAMI","FL","MIAMI INTL","INCIDENT","SUBSTANTIAL","TO INITIAL CLIMB (1ST POWER REDUCTION)","AIRBUS","A330","243","","SCHEDULED AIR CARRIER","FOREIGN AIR CARRIER","INSTRUMENT FLIGHT RULES","HBIQZ","0","0","RROYCE","RB211TRENT77","RB211","2","AIRLINE TRANSPORT","12000","300","12",""
"20031014029739I","14-OCT-03","MINNEAPOLIS","MN","MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN","INCIDENT","","NORMAL CRUISE","AIRBUS","A320","212","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","369NW","0","0","","","","2","","","","",""
"20031025026389I","25-OCT-03","SAN FRANCISCO","CA","SAN FRANCISCO INTL","INCIDENT","","OTHER GROUND OPERATIONS","AIRBUS","A321","211","US AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","170US","0","0","GE","CFM56*","CFM56","2","","","","",""
"20031027029719I","27-OCT-03","","","","INCIDENT","","NORMAL CRUISE","AIRBUS","A319","114","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","301NB","0","3","","","","2","","","","",""
"20040105000079I","05-JAN-04","KANSAS CITY","MO","KANSAS CITY INTL","INCIDENT","","GROUND TAXI, OTHER AIRPLANE","AIRBUS","A319","131","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","801UA","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","","","",""
"20040108000709I","08-JAN-04","","","","INCIDENT","","CLIMB","AIRBUS","A318","111","FRONTIER AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","801FR","0","1","","","","2","","","","",""
"20040113002099I","13-JAN-04","LATHAM","NY","","INCIDENT","","NORMAL CRUISE","AIRBUS","A320","214","US AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","107US","0","0","","","","2","AIRLINE TRANSPORT","22800","","",""
"20040213002429I","13-FEB-04","INDIANAPOLIS","IN","INDIANAPOLIS INTL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","AIRBUS","A310","222","FEDERAL EXPRESS CORP","ALL CARGO CARRIERS","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","449FE","0","0","PWA","JT9D*","JT9","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","","","",""
"20040303002549I","03-MAR-04","ATLANTA","GA","HARTSFIELD - JACKSON ATLANTA INTL","INCIDENT","MINOR","TAKEOFF GROUND ROLL","AIRBUS","A320","232","RYAN INTERNATIONAL AIRLINES","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","381LF","0","0","IAE","V2527A5","V2527","2","AIRLINE TRANSPORT","7500","75","75",""
"20040306008239I","06-MAR-04","ATLANTIC CITY","NJ","ATLANTIC CITY INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","AIRBUS","A319","111","FRONTIER AIRLINES INC","SCHEDULED AIR CARRIER","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","922FR","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","8000","586","275",""
"20040318002669I","18-MAR-04","LOUISVILLE","KY","","INCIDENT","","NORMAL CRUISE","AIRBUS","A310","203","FEDERAL EXPRESS CORP","ALL CARGO CARRIERS","AIR CARRIER/COMMERCIAL","UNKNOWN","UNKNO","0","0","","","","2","AIRLINE TRANSPORT","","","",""
"20040320014879I","20-MAR-04","BALTIMORE","MD","BALTIMORE/WASHINGTON INTL THURGOOD MARSHAL","INCIDENT","MINOR","IDLING ENGINES","AIRBUS","A319","114","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","315NB","0","0","","","","2","AIRLINE TRANSPORT","","","",""
"20040410007499I","10-APR-04","NORTH PLATTE","NE","NORTH PLATTE RGNL AIRPORT LEE BIRD FIELD","INCIDENT","","NORMAL CRUISE","AIRBUS","A319","114","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","334NB","0","0","","","","2","","","","",""
